work_id,state,constituency,honble_members_of_parliament,work_category,work_description,work_status,status_category,anomaly_score,anomaly_label,anomaly_severity,anomaly_category,triggered_rules,explanation,key_metrics,statistical_score,rule_score,if_score,sanction_amount,total_spent,cost_overrun_ratio,amount_disbursed,sanction_delay_days,completion_duration_days,recommended_date,sanction_date,completion_date,vendor_hhi,vendor_count,payment_count,max_vendor_share,single_vendor_flag,missing_image_flag,payment_still_pending,near_threshold_count,near_threshold_ratio,advance_payment_ratio,amount_vs_category_median,duration_vs_category_median
WS/MP18024/2025-2026/148300,Assam,JORHAT,GAURAV GOGOI,Normal/Others,"Construction of Boundary Wall of Majdulakakhara Sanskritik Kendra, Ouguri Shyam gaon, Lukhurakhon, Begenabari GP",Vendor Identification,Ongoing,0.5624932023442495,True,medium,vendor,R06,"100% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00).","Sanction: ₹200,000; Disbursed: ₹200,000; Cost ratio: 1.00; Sanction delay: 300d; Vendor HHI: 1.00",0.23918530167534635,0.75,0.5791339340726083,200000.0,200000.0,1.0,,300,,2024-10-18,2025-08-14,,1.0,1.0,4.0,1.0,True,False,False,0.0,0.0,0.3245,0.6666666666666666,
WS/MP352/2025-2026/140054,Kerala,ERNAKULAM,Shri Hibi Eden,Normal/Others,"Purchase of a School bus for St.Joseph U P School, Karithala",Physical Inspection,Completed,0.5622141427711933,True,medium,temporal,R03,"Sanction was delayed by 379 days after recommendation, far exceeding the typical processing time.","Sanction: ₹2,472,799; Disbursed: ₹2,472,799; Cost ratio: 1.00; Sanction delay: 379d; Duration: 36d",0.6399797094824088,0.5,0.5777691868588317,2472799.0,2472799.0,1.0,2472799.0,379,36.0,2024-09-09,2025-09-23,2025-10-29,0.9428535813842129,2.0,2.0,0.9705600819152709,False,False,False,0.0,0.0,0.029439918084729087,8.242663333333333,0.15789473684210525
WS/MP18250/2024-2025/142043,West Bengal,BASIRHAT,SK NURUL ISLAM,Normal/Others,Installation of street solar light and 7nos. of Eletric based water tank under Falti Beliaghata G.P & Barasat II Panchayat Samity. (Sl No.-8 to 15),Work Completed,Completed,0.5618888797060029,True,medium,vendor,"R04,R09","This ₹4,270,000 work was completed in only 0 days, which is suspiciously fast for a project of this budget. All ₹4,257,482 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹4,270,000; Disbursed: ₹4,257,482; Cost ratio: 1.00; Sanction delay: 110d; Vendor HHI: 1.00",0.7474362668799079,0.6875,0.28579946567435954,4270000.0,4257482.0,0.9970683840749415,4257482.0,110,0.0,2024-09-20,2025-01-08,2025-01-08,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,14.233333333333333,0.0
WS/MP691/2024-2025/140096,Maharashtra,RAVER,Smt Raksha Nikhil Khadse,Normal/Others,Mauje Bodwad Bodwad District  Seating Arrangment at various places for inner city citizens in Jalgaon.,Physical Inspection,Completed,0.5610254422877491,True,medium,vendor,"R04,R09","This ₹2,999,928 work was completed in only 2 days, which is suspiciously fast for a project of this budget. All ₹2,974,718 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,999,928; Disbursed: ₹2,974,718; Cost ratio: 0.99; Duration: 2d; Vendor HHI: 1.00",0.727657321339182,0.6875,0.2974603198655814,2999928.0,2974718.0,0.9915964649818262,2974718.0,0,2.0,2024-09-09,2024-09-09,2024-09-11,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,9.99976,0.008771929824561403
WS/MP526/2025-2026/146057,Andhra Pradesh,KADAPA,Y S Avinash Reddy,Normal/Others,Providing Earthen drain from R&B Road (Railway Bridge) to Kamalapuram tank Marava Channel in Gopulapuram Village & GP of Kamalapuram Mandal,Physical Inspection,Completed,0.5598047505599018,True,medium,temporal,"R03,R04","Sanction was delayed by 452 days after recommendation, far exceeding the typical processing time. This ₹451,000 work was completed in only 1 days, which is suspiciously fast for a project of this budget.","Sanction: ₹451,000; Disbursed: ₹410,821; Cost ratio: 0.91; Sanction delay: 452d; Duration: 1d",0.6130998289036443,0.6875,0.3757994095256876,451000.0,410821.0,0.9109113082039911,410821.0,452,1.0,2024-10-08,2026-01-03,2026-01-04,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,1.5033333333333334,0.0043859649122807015
WS/MP18112/2024-2025/136522,Maharashtra,AMRAVATI(SC),BALWANT BASWANT WANKHADE,Normal/Others,"CONSTRUCTION OF COMMUNITY HALL , AT RAMABAI AMBEDKAR NAGAR , DARYAPUR DIST AMRAVATI",Physical Inspection,Completed,0.5597280366252025,True,medium,compliance,R05,"Completed work worth ₹1,497,556 has no verification photograph attached, which is a compliance gap.","Sanction: ₹1,500,000; Disbursed: ₹1,497,556; Cost ratio: 1.00; Sanction delay: 182d; Duration: 101d",0.5718401033144007,0.5,0.6193371737045781,1500000.0,1497556.0,0.9983706666666666,1497556.0,182,101.0,2024-08-20,2025-02-18,2025-05-30,0.650765671915833,2.0,3.0,0.7745593486988133,False,True,False,0.0,0.0,0.7745593486988133,5.0,0.44298245614035087
WS/MP858/2024-2025/143945,West Bengal,BOLPUR(SC),Asit Kumar Mal,Normal/Others,"Construction of Boundary Wall at Sukhbazar Eco PARK UNDER ,ILLAMBAZAR BLOCK ,Executing Agency will be EO S.S.D.A. BOLPUR, BIRBHUM.",Vendor Identification,Ongoing,0.5586518425164747,True,medium,vendor,R09,"All ₹1,579,974 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹4,124,451; Disbursed: ₹1,579,974; Cost ratio: 0.38; Sanction delay: 70d; Vendor HHI: 1.00",0.7464113514348583,0.5,0.4915685847364575,4124451.0,1579974.0,0.38307498379784366,,70,,2024-09-27,2024-12-06,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,13.74817,
WS/MP013/2024-2025/141726,Sikkim,SIKKIM,Indra Hang Subba,Normal/Others,Protective wall near PMGSY road at Upper Luing,Work Completed,Completed,0.5584238387127612,True,medium,compliance,R05,"Completed work worth ₹1,999,843 has no verification photograph attached, which is a compliance gap.","Sanction: ₹2,000,000; Disbursed: ₹1,999,843; Cost ratio: 1.00; Sanction delay: 76d; Duration: 47d",0.5138498342898565,0.5,0.6570325146865632,2000000.0,1999843.0,0.9999215,1999843.0,76,47.0,2024-09-19,2024-12-04,2025-01-20,0.5005135697084044,2.0,2.0,0.516024507923872,False,True,False,1.0,0.5,0.516024507923872,6.666666666666667,0.20614035087719298
WS/MP370/2024-2025/145375,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,Completion of CC building at Balijori,Work Completed,Completed,0.5548678274911562,True,medium,vendor,R06,"97% of all payments (5.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.94).","Sanction: ₹350,000; Disbursed: ₹349,724; Cost ratio: 1.00; Sanction delay: 95d; Duration: 476d",0.24468010553003722,0.75,0.5534222888818481,350000.0,349724.0,0.9992114285714285,349724.0,95,476.0,2024-10-04,2025-01-07,2026-04-28,0.9368564093903704,5.0,5.0,0.9676116022920932,False,False,False,0.0,0.0,0.0002859397696469216,1.1666666666666667,2.087719298245614
WS/MP351/2025-2026/141857,Kerala,KANNUR,Shri Kumbakudi Sudhakaran,Normal/Others,Vattipram Vayal Minnur Kshethra Road Tarring,Work partially Completed,Ongoing,0.554203612884906,True,medium,financial,"R03,R07","Sanction was delayed by 518 days after recommendation, far exceeding the typical processing time. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹1,000,000; Disbursed: ₹980,140; Cost ratio: 0.98; Sanction delay: 518d; Vendor HHI: 1.00",0.6494289282624165,0.6875,0.3338468023408624,1000000.0,980140.0,0.98014,,518,,2024-09-19,2026-02-19,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,3.3333333333333335,
WS/MP384/2024-2025/145491,Rajasthan,BIKANER(SC),Shri Arjun Ram Meghwal,Normal/Others,"Construction of Public Community Building, near Bannaram Ji Suthar Ki Kotadi, Hadan  working agency : Shri Tanot Rai Public Academy Sanstha, Hadan",Work partially Completed,Ongoing,0.5523466227408701,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹1,000,000; Disbursed: ₹493,519; Cost ratio: 0.49; Sanction delay: 96d; Vendor HHI: 1.00",0.49488280201740814,0.75,0.36750263496148017,1000000.0,493519.0,0.493519,,96,,2024-10-04,2025-01-08,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,3.3333333333333335,
WS/MP18249/2025-2026/144807,West Bengal,BARRACKPUR,PARTHA BHOWMICK,Normal/Others,"Construction of Tin shade for Auditorium of ""Unity Malancha"" (IA- E.O Barrackpore -I Panchyat Samity)",Work Completed,Completed,0.5523121129589197,True,medium,temporal,"R03,R04","Sanction was delayed by 512 days after recommendation, far exceeding the typical processing time. This ₹700,000 work was completed in only 2 days, which is suspiciously fast for a project of this budget.","Sanction: ₹700,000; Disbursed: ₹699,023; Cost ratio: 1.00; Sanction delay: 512d; Duration: 2d",0.6289823835753522,0.6875,0.343047191614519,700000.0,699023.0,0.9986042857142857,699023.0,512,2.0,2024-09-30,2026-02-24,2026-02-26,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,2.3333333333333335,0.008771929824561403
WS/MP18209/2025-2026/144762,Uttar Pradesh,BIJNOR,CHANDAN CHAUHAN,Normal/Others,"Drain construction work from Ravinder’s house to Sinny/Aditya's farm in Village Karhera, Block Jansath.",Work Completed,Completed,0.5522287456905428,True,medium,compliance,R05,"Completed work worth ₹1,412,124 has no verification photograph attached, which is a compliance gap.","Sanction: ₹1,414,000; Disbursed: ₹1,412,124; Cost ratio: 1.00; Sanction delay: 228d; Duration: 94d",0.5393248890534044,0.5,0.6211357812205478,1414000.0,1412124.0,0.9986732673267327,1412124.0,228,94.0,2024-12-17,2025-08-02,2025-11-04,0.7893383178153037,2.0,4.0,0.8803539915758106,False,True,False,0.0,0.0,0.03889247686463795,4.713333333333333,0.41228070175438597
WS/MP18109/2024-2025/146906,Madhya Pradesh,SIDHI,DR. RAJESH MISHRA,Normal/Others,BAKBA ME HARIJAN BASTI ME PULL NIRMAN,Vendor Identification,Ongoing,0.5518712125981898,True,medium,vendor,R06,"100% of all payments (6.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00).","Sanction: ₹500,000; Disbursed: ₹499,910; Cost ratio: 1.00; Sanction delay: 109d; Vendor HHI: 1.00",0.18539384806481804,0.75,0.5872078588056722,500000.0,499910.0,0.99982,,109,,2024-10-11,2025-01-28,,1.0,1.0,6.0,1.0,True,False,False,0.0,0.0,0.1995359164649637,1.6666666666666667,
WS/MP18313/2024-2025/147431,Rajasthan,BANSWARA(ST),RAJ KUMAR ROAT,Normal/Others,Motilal Mavji se Rahul Roat ke Ghar ke pass tak CC Road with puliya nirman kary,Work partially Completed,Ongoing,0.5514305922685523,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹1,000,000; Disbursed: ₹499,800; Cost ratio: 0.50; Sanction delay: 60d; Vendor HHI: 1.00",0.49488280201740814,0.75,0.364885405040572,1000000.0,499800.0,0.4998,,60,,2024-10-15,2024-12-14,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,3.3333333333333335,
WS/MP313/2024-2025/140892,Arunachal Pradesh,ARUNACHAL EAST,Shri Tapir Gao,Normal/Others,C/o MIC at Ledum Sika Nallah in East Siang District,Work Completed,Completed,0.5508590981823853,True,medium,temporal,R04,"This ₹500,000 work was completed in only 2 days, which is suspiciously fast for a project of this budget.","Sanction: ₹500,000; Disbursed: ₹500,000; Cost ratio: 1.00; Sanction delay: 178d; Duration: 2d",0.19019236554862023,0.75,0.5808885908435149,500000.0,500000.0,1.0,500000.0,178,2.0,2024-09-15,2025-03-12,2025-03-14,0.7449999999999999,2.0,3.0,0.85,False,False,False,0.0,0.0,0.6,1.6666666666666667,0.008771929824561403
WS/MP370/2024-2025/145535,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,Const. of Bathing ghat at Bilaigad Bhangapulia,Work Completed,Completed,0.5494492929689836,True,medium,vendor,R06,"94% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.88).","Sanction: ₹400,000; Disbursed: ₹400,000; Cost ratio: 1.00; Sanction delay: 55d; Duration: 77d",0.25068676076579754,0.75,0.5336502936500978,400000.0,400000.0,1.0,400000.0,55,77.0,2024-10-04,2024-11-28,2025-02-13,0.8841483376125,4.0,4.0,0.9395375,False,False,False,0.0,0.0,0.02052,1.3333333333333333,0.33771929824561403
WS/MP394/2025-2026/136043,Tamil Nadu,KANNIYAKUMARI,Shri vijayakumar Vasanth,Normal/Others,kottaram peruratchi vilagathil samudhaya nala koodam,Physical Inspection,Completed,0.5488829915121924,True,medium,temporal,"R03,R04,R09","Sanction was delayed by 514 days after recommendation, far exceeding the typical processing time. This ₹2,000,000 work was completed in only 0 days, which is suspiciously fast for a project of this budget. All ₹2,000,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,000,000; Disbursed: ₹2,000,000; Cost ratio: 1.00; Sanction delay: 514d; Vendor HHI: 1.00",0.5143229500119707,0.7000000000000001,0.40086358288342794,2000000.0,2000000.0,1.0,2000000.0,514,0.0,2024-08-17,2026-01-13,2026-01-13,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,6.666666666666667,0.0
WS/MP384/2024-2025/145488,Rajasthan,BIKANER(SC),Shri Arjun Ram Meghwal,Normal/Others,"Shrii Chainayati Brahaman Mahasangh Ki Gaurav Path Bikaner par sthit Bhumi ki Chaardiwari may Gate Nirman Kaary, Jaipur Road, Bikaner  working agency : Shri Chainayati Mahasangh Bikaner  Contact Person : Shri Parasar Naryan Sharma, President Shri Chainayati Mahasangh Bikaner   Shri Sampat Pareek, BJP leader, Bikaner",Work partially Completed,Ongoing,0.5480177824883206,True,medium,vendor,R09,"All ₹1,496,135 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,500,000; Disbursed: ₹1,496,135; Cost ratio: 0.60; Sanction delay: 96d; Vendor HHI: 1.00",0.7007440570581049,0.5,0.493805052067984,2500000.0,1496135.0,0.598454,,96,,2024-10-04,2025-01-08,,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.31484525126409046,8.333333333333334,
WS/MP370/2024-2025/145449,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,Completion of CC building at Gultha,Work Completed,Completed,0.5479205208445788,True,medium,vendor,R06,"93% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.88).","Sanction: ₹700,000; Disbursed: ₹700,000; Cost ratio: 1.00; Sanction delay: 62d; Duration: 152d",0.2565831685642708,0.75,0.5250706534386032,700000.0,700000.0,1.0,700000.0,62,152.0,2024-10-04,2024-12-05,2025-05-06,0.8753458448448979,4.0,4.0,0.9341528571428571,False,False,False,0.0,0.0,0.05078,2.3333333333333335,0.6666666666666666
WS/MP18024/2025-2026/148305,Assam,JORHAT,GAURAV GOGOI,Normal/Others,"Construction of Banhbari Namghar, Dhuniapather, 1 no Hawfaw, Longpatia GP",Physical Inspection,Completed,0.547127794627208,True,medium,vendor,R06,"100% of all payments (5.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=1.00).","Sanction: ₹200,000; Disbursed: ₹199,879; Cost ratio: 1.00; Sanction delay: 210d; Duration: 250d",0.20710786880599558,0.75,0.5581452212163116,200000.0,199879.0,0.999395,199879.0,210,250.0,2024-10-18,2025-05-16,2026-01-21,1.0,1.0,5.0,1.0,True,False,False,0.0,0.0,0.4199090449722082,0.6666666666666666,1.0964912280701755
WS/MP18180/2025-2026/143525,Tamil Nadu,PERAMBALUR,ARUN NEHRU,Normal/Others,Construction of Two Addnl Classrooms for PUPS venkatesapuram in venkatesapuram pt in Thuraiyur Panchayat Union,Work partially Completed,Ongoing,0.5465043442978764,True,medium,vendor,R09,"All ₹2,211,213 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹3,460,000; Disbursed: ₹2,211,213; Cost ratio: 0.64; Sanction delay: 274d; Vendor HHI: 1.00",0.7396274174545706,0.5,0.46170711409781073,3460000.0,2211213.0,0.6390789017341041,,274,,2024-09-25,2025-06-26,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,11.533333333333333,
WS/MP826/2025-2026/135701,West Bengal,DARJEELING,Raju Bista,Normal/Others,"Construction of additional rooms at community halls at Rockwood Ranikothi  Ref: Pemila Dorjee Bhutia (9800898774), Councillor, Darjeeling Municipality, Ward No 16",Physical Inspection,Completed,0.5465039839237991,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹1,000,000; Disbursed: ₹957,317; Cost ratio: 0.96; Sanction delay: 235d; Duration: 509d",0.4949379574036416,0.75,0.35076998449396735,1000000.0,957317.0,0.957317,957317.0,235,509.0,2024-08-16,2025-04-08,2026-08-30,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,3.3333333333333335,2.232456140350877
WS/MP571/2025-2026/143825,Goa,NORTH GOA,Shripad Yesso Naik,Normal/Others,Purchase of 1 Ambulances to Institue of Psychiatry and Human Behavior Bambolim Goa.,Work partially Completed,Ongoing,0.5462290965662444,True,medium,vendor,"R03,R09","Sanction was delayed by 468 days after recommendation, far exceeding the typical processing time. All ₹2,119,665 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹2,500,000; Disbursed: ₹2,119,665; Cost ratio: 0.85; Sanction delay: 468d; Vendor HHI: 1.00",0.701185045117262,0.55,0.43123667224836837,2500000.0,2119665.0,0.847866,,468,,2024-09-26,2026-01-07,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,8.333333333333334,
WS/MP18019/2024-2025/137520,Assam,Diphu (ST),AMARSING TISSO,Normal/Others,"Construction of Auditorium Hall cum Guest House at Phonglangso Lumding Road, near Arboretum (total @ Rs. 1.26 cr) 1st Installment Rs. 30.00 L",Physical Inspection,Completed,0.5456005317898376,True,medium,vendor,"R04,R05,R09","This ₹3,000,000 work was completed in only 2 days, which is suspiciously fast for a project of this budget. Completed work worth ₹3,000,000 has no verification photograph attached, which is a compliance gap. All ₹3,000,000 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹3,000,000; Disbursed: ₹3,000,000; Cost ratio: 1.00; Sanction delay: 114d; Duration: 2d",0.7086811502853663,0.7000000000000001,0.2526578406242741,3000000.0,3000000.0,1.0,3000000.0,114,2.0,2024-08-29,2024-12-21,2024-12-23,1.0,1.0,1.0,1.0,True,True,False,0.0,0.0,1.0,10.0,0.008771929824561403
WS/MP743/2025-2026/142092,Tamil Nadu,KANCHEEPURAM(SC),Ganesan Selvam,Normal/Others,"Construction of Community Hall at Naickenkuppam Panchayat, Walajabad Panchayat Union.",Physical Inspection,Completed,0.5455064079570621,True,medium,vendor,R09,"All ₹3,993,140 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹4,000,000; Disbursed: ₹3,993,140; Cost ratio: 1.00; Sanction delay: 204d; Duration: 493d",0.7438727720980212,0.5,0.4558234712358764,4000000.0,3993140.0,0.998285,3993140.0,204,493.0,2024-09-20,2025-04-12,2026-08-18,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.6248613872791838,13.333333333333334,2.162280701754386
WS/MP18161/2024-2025/138060,Rajasthan,BHARATPUR(SC),SANJNA JATAV,Normal/Others,CC sadak Nirman karya AmarSingh ke Makan se tikri road ki or gram Katehada; work agency GP Kheda Kalyanpur,Physical Inspection,Completed,0.5440160640152372,True,medium,compliance,R05,"Completed work worth ₹785,757 has no verification photograph attached, which is a compliance gap.","Sanction: ₹785,757; Disbursed: ₹785,757; Cost ratio: 1.00; Sanction delay: 93d; Duration: 60d",0.19422534524342577,0.5,0.8441706505839448,785757.0,785757.0,1.0,785757.0,93,60.0,2024-08-31,2024-12-02,2025-01-31,0.7330771492535297,16.0,28.0,0.855298775575655,False,True,False,1.0,0.03571428571428571,0.6232066656739934,2.61919,0.2631578947368421
WS/MP370/2024-2025/145450,Odisha,SUNDARGARH (ST),Shri Jual Oram,Normal/Others,Completion of opan pendal at bandhapali in frount of Jagannath temple,Work Completed,Completed,0.543717690504279,True,medium,vendor,R06,"92% of all payments (4.0 transactions) were directed to a single vendor, suggesting vendor monopolization (HHI=0.85).","Sanction: ₹500,000; Disbursed: ₹500,000; Cost ratio: 1.00; Sanction delay: 68d; Duration: 315d",0.24301806025463635,0.75,0.5227519298303425,500000.0,500000.0,1.0,500000.0,68,315.0,2024-10-04,2024-12-11,2025-10-22,0.852919911384,4.0,4.0,0.921098,False,False,False,0.0,0.0,0.066268,1.6666666666666667,1.381578947368421
WS/MP672/2024-2025/136731,Maharashtra,NAGPUR,Nitin Jairam Gadkari,Normal/Others,"Installation of Highmast light and electric poles with light at Gosavi Ghat, Binaki, Nagpur",Work Completed,Completed,0.5434493828413807,True,medium,financial,"R04,R07","This ₹999,600 work was completed in only 0 days, which is suspiciously fast for a project of this budget. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹999,600; Disbursed: ₹963,514; Cost ratio: 0.96; Sanction delay: 1d; Vendor HHI: 1.00",0.49487562881061026,0.8250000000000001,0.2563727875392229,999600.0,963514.0,0.9638995598239296,963514.0,1,0.0,2024-08-22,2024-08-23,2024-08-23,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,3.332,0.0
WS/MP352/2025-2026/143151,Kerala,ERNAKULAM,Shri Hibi Eden,Normal/Others,"Purchase of School bus For St.Marys UP School, West Cheranalloor",Physical Inspection,Completed,0.5427782138756525,True,medium,temporal,R03,"Sanction was delayed by 366 days after recommendation, far exceeding the typical processing time.","Sanction: ₹2,196,400; Disbursed: ₹2,196,400; Cost ratio: 1.00; Sanction delay: 366d; Duration: 18d",0.5743674035363047,0.5,0.5691038942616466,2196400.0,2196400.0,1.0,2196400.0,366,18.0,2024-09-24,2025-09-25,2025-10-13,0.9547481026783087,2.0,2.0,0.9768375523584046,False,False,False,0.0,0.0,0.02316244764159534,7.3213333333333335,0.07894736842105263
WS/MP577/2025-2026/133591,Gujarat,DAHOD(ST),Jaswantsinh Sumanbhai Bhabhor,Normal/Others,abhlod game umriya umariya faliya thi pranmji mandir par c.c.road nu kam,Physical Inspection,Completed,0.5423629298111634,True,medium,financial,"R03,R07","Sanction was delayed by 544 days after recommendation, far exceeding the typical processing time. 1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹250,000; Disbursed: ₹248,443; Cost ratio: 0.99; Sanction delay: 544d; Duration: 221d",0.6619687066244412,0.6875,0.2910592947287234,250000.0,248443.0,0.993772,248443.0,544,221.0,2024-07-17,2026-01-12,2026-08-21,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,0.8333333333333334,0.9692982456140351
WS/MP386/2024-2025/142507,Rajasthan,NAGAUR,Shri Hanuman Beniwal,Normal/Others,"Construction of Digital Library in Govt S.S.School,Kantiya",Physical Inspection,Completed,0.5415566497682873,True,medium,compliance,R05,"Completed work worth ₹1,499,850 has no verification photograph attached, which is a compliance gap.","Sanction: ₹1,499,850; Disbursed: ₹1,499,850; Cost ratio: 1.00; Sanction delay: 75d; Duration: 521d",0.33644361913290144,0.5,0.7355592713858914,1499850.0,1499850.0,1.0,1499850.0,75,521.0,2024-09-22,2024-12-06,2026-05-11,0.7182398257827582,2.0,5.0,0.8303330333033303,False,True,False,0.0,0.0,0.3541107444077741,4.9995,2.2850877192982457
WS/MP18272/2024-2025/136068,West Bengal,JHARGRAM(ST),KALIPADA SAREN,Normal/Others,Construction of 45 Beded New Hostel Building of Belpahari S.C. High School (H.S.).,Physical Inspection,Completed,0.5408818934886636,True,medium,vendor,R09,"All ₹4,947,386 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹4,947,386; Disbursed: ₹4,947,386; Cost ratio: 1.00; Sanction delay: 120d; Duration: 575d",0.7491906325388428,0.5,0.43881210101129375,4947386.0,4947386.0,1.0,4947386.0,120,575.0,2024-09-02,2024-12-31,2026-07-29,1.0,1.0,2.0,1.0,True,False,False,0.0,0.0,0.6347125532553959,16.491286666666667,2.5219298245614037
WS/MP18048/2024-2025/145555,Chhattisgarh,BASTAR(ST),MAHESH KASHYAP,Normal/Others,gram orchha me samudayik bhavan nirman karya,Vendor Identification,Ongoing,0.5408117263664755,True,medium,financial,R07,"1 out of 1.0 payments (100%) fall just below statutory thresholds, suggesting potential contract splitting.","Sanction: ₹500,000; Disbursed: ₹243,500; Cost ratio: 0.49; Sanction delay: 171d; Vendor HHI: 1.00",0.4424804025510709,0.75,0.37197607351059336,500000.0,243500.0,0.487,,171,,2024-10-04,2025-03-24,,1.0,1.0,1.0,1.0,True,False,False,1.0,1.0,1.0,1.6666666666666667,
WS/MP352/2025-2026/140055,Kerala,ERNAKULAM,Shri Hibi Eden,Normal/Others,"Purchase of a school bus for St.Marys CGHS, Ernakulam",Physical Inspection,Completed,0.5403709560593121,True,medium,temporal,R03,"Sanction was delayed by 379 days after recommendation, far exceeding the typical processing time.","Sanction: ₹2,257,000; Disbursed: ₹2,257,000; Cost ratio: 1.00; Sanction delay: 379d; Duration: 36d",0.5907304015239511,0.5,0.5505381590809266,2257000.0,2257000.0,1.0,2257000.0,379,36.0,2024-09-09,2025-09-23,2025-10-29,0.9720458126727873,2.0,2.0,0.9858218874612317,False,False,False,0.0,0.0,0.014178112538768276,7.523333333333333,0.15789473684210525
WS/MP18328/2025-2026/148181,Himachal Pradesh,MANDI,Kangana Ranaut,Normal/Others,"Construction of Proposed 2nd floor cum examination hall Saraswati Vidya Mandir School Village Bhalyani, Tehsil & District Kullu H.P. Work Executed By- BDO Kullu,     (SMC Saraswati Vidya Mandir Bhalyani)",Vendor Identification,Ongoing,0.5391774162468487,True,medium,temporal,R03,"Sanction was delayed by 427 days after recommendation, far exceeding the typical processing time.","Sanction: ₹1,230,000; Disbursed: ₹615,000; Cost ratio: 0.50; Sanction delay: 427d; Vendor HHI: 1.00",0.5975813159771034,0.5,0.542234535007351,1230000.0,615000.0,0.5,,427,,2024-10-18,2025-12-19,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,4.1,
WS/MP18308/2025-2026/145431,Maharashtra,MUMBAI NORTH WEST,RAVINDRA DATTARAM WAIKAR,Normal/Others,"Consturction of Ladikaran at Mrunaltai Gore, Near Nagari Niwara Parisad, Dindoshi, Goregaon (E)",Vendor Identification,Ongoing,0.5389751955570715,True,medium,vendor,"R03,R09","Sanction was delayed by 469 days after recommendation, far exceeding the typical processing time. All ₹3,993,959 of expenditure was directed to a single vendor for this large project, raising concentration risk.","Sanction: ₹4,000,000; Disbursed: ₹3,993,959; Cost ratio: 1.00; Sanction delay: 469d; Vendor HHI: 1.00",0.7438761815748479,0.55,0.3800175718953128,4000000.0,3993959.0,0.99848975,,469,,2024-10-08,2026-01-20,,1.0,1.0,1.0,1.0,True,False,False,0.0,0.0,1.0,13.333333333333334,
